Wavelength Trans 
nm % 
480 49,9433334828917 
480,2 49,790303055558 
480,4 49,6484619786154 
480,6 49,5068545336801 
480,8 49,3232155456663 
481 49,1623457774559 
481,2 49,0231420475293 
481,4 48,8650742680666 
481,6 48,704907147291 
481,8 48,5602097328158 
482 48,43911240609 
482,2 48,3020446775776 
482,4 48,1278808162104 
482,6 47,9638750432663 
482,8 47,8096182867888 
483 47,6654615269876 
483,2 47,5115663092661 
483,4 47,3616668802997 
483,6 47,2036233896568 
483,8 47,0535430784869 
484 46,9192662597977 
484,2 46,7744591115636 
484,4 46,6304249944904 
484,6 46,4859921316714 
484,8 46,3176118689972 
485 46,1337418935233 
485,2 45,9844622100128 
485,4 45,8450924299655 
485,6 45,6907643254813 
485,8 45,5509148900264 
486 45,4114662603256 
486,2 45,2525532704339 
486,4 45,107882845031 
486,6 44,9532823270745 
486,8 44,8043086666026 
487 44,6941427577874 
487,2 44,5389172916214 
487,4 44,3556772254954 
487,6 44,2065154085124 
487,8 44,0869235242134 
488 43,9609915833418 
488,2 43,8014501027783 
488,4 43,6676237956472 
488,6 43,5370472677951 
488,8 43,3723884142629 
488,999999999999 43,2337346159635 
489,199999999999 43,1332522428167 
489,399999999999 42,9918833169861 
489,599999999999 42,8232384233776 
489,799999999999 42,6686328174699 
489,999999999999 42,5348263552265 
490,199999999999 42,4195054880289 
490,399999999999 42,2884627726461 
490,599999999999 42,1332592412553 
490,799999999999 41,984714654804 
490,999999999999 41,8240866403294 
491,199999999999 41,6971267597005 
491,399999999999 41,5996830263784 
491,599999999999 41,4686732169258 
491,799999999999 41,3135636638198 
491,999999999999 41,15402133745 
492,199999999999 41,0200168499452 
492,399999999999 40,9095386434123 
492,599999999999 40,7982752272753 
492,799999999999 40,6663562781112 
492,999999999999 40,5210528232232 
493,199999999999 40,3654573108867 
493,399999999999 40,2487622925037 
493,599999999999 40,1503941195676 
493,799999999999 40,0182789061945 
493,999999999999 39,8946978046714 
494,199999999999 39,7511416233152 
494,399999999999 39,587182288618 
494,599999999999 39,4374685011156 
494,799999999999 39,3356783880989 
494,999999999999 39,2523418879556 
495,199999999999 39,1231242140392 
495,399999999999 38,9843450450413 
495,599999999999 38,8533043757079 
495,799999999999 38,7343374320862 
495,999999999999 38,6114753678795 
496,199999999999 38,4648214123913 
496,399999999999 38,4255836119115 
496,599999999999 38,3157000805967 
496,799999999999 38,1209646132714 
496,999999999999 38,022650184668 
497,199999999999 37,9471942938769 
497,399999999999 37,8225957824056 
497,599999999999 37,693955181366 
497,799999999999 37,5612318619965 
497,999999999999 37,4609053250045 
498,199999999999 37,3766178687659 
498,399999999999 37,2743224228108 
498,599999999999 37,1511731147682 
498,799999999999 37,0213897793474 
498,999999999999 36,889644993306 
499,199999999999 36,7824218158013 
499,399999999999 36,6899982367489 
499,599999999999 36,5707150955299 
499,799999999999 36,4635019588019 
499,999999999999 36,3650832578799 
500,199999999999 36,2473413231879 
500,399999999999 36,1676129561704 
500,599999999999 36,0850296260531 
500,799999999999 35,9669566545223 
500,999999999999 35,8585994284398 
501,199999999999 35,7504797073159 
501,399999999999 35,6574314828455 
501,599999999999 35,5626981702919 
501,799999999999 35,4797740065861 
501,999999999999 35,383125071477 
502,199999999999 35,290112041046 
502,399999999999 35,2009767572778 
502,599999999999 35,1042870689029 
502,799999999999 35,0252920907677 
502,999999999999 34,9457850091491 
503,199999999999 34,8586641576969 
503,399999999999 34,7657607164979 
503,599999999999 34,6809476388344 
503,799999999999 34,6094800027372 
503,999999999999 34,5358907706524 
504,199999999999 34,4586737003423 
504,399999999999 34,3812143645252 
504,599999999999 34,2977952947938 
504,799999999999 34,2168608155719 
504,999999999999 34,1335814637733 
505,199999999999 34,0706330391623 
505,399999999999 34,0103741248619 
505,599999999999 33,9124029629414 
505,799999999999 33,8022338072729 
505,999999999999 33,7198938986798 
506,199999999999 33,6522695651881 
506,399999999998 33,5847675681006 
506,599999999998 33,5111161420983 
506,799999999998 33,4459615413655 
506,999999999998 33,3695143731519 
507,199999999998 33,2515088430662 
507,399999999998 33,1838437837688 
507,599999999998 33,1428047486488 
507,799999999998 33,0634839049907 
507,999999999998 32,9729278193891 
508,199999999998 32,9483301992068 
508,399999999998 32,902404663874 
508,599999999998 32,8375597888291 
508,799999999998 32,7608954498797 
508,999999999998 32,7241897336148 
509,199999999998 32,7151679232071 
509,399999999998 32,6236939512255 
509,599999999998 32,5132017059008 
509,799999999998 32,4351780857139 
509,999999999998 32,4250363724535 
510,199999999998 32,3877799390588 
510,399999999998 32,2882516128402 
510,599999999998 32,2164760483885 
510,799999999998 32,2005554765068 
510,999999999998 32,1755405174393 
511,199999999998 32,1372494151754 
511,399999999998 32,079404689783 
511,599999999998 32,0246939734088 
511,799999999998 32,0155447724767 
511,999999999998 32,0064783830901 
512,199999999998 31,9809915784694 
512,399999999998 31,9261182226195 
512,599999999998 31,8976497065685 
512,799999999998 31,9212157329011 
512,999999999998 31,9413026389567 
513,199999999998 31,8923952245984 
513,399999999998 31,8346824049769 
513,599999999999 31,7863231940088 
513,799999999999 31,7579662442631 
513,999999999999 31,7722565589192 
514,199999999999 31,7556922752363 
514,399999999999 31,7304705013624 
514,599999999999 31,7449752970339 
514,799999999999 31,7815786612916 
514,999999999999 31,801192371095 
515,199999999999 31,8452284153026 
515,399999999999 31,8573681256604 
515,599999999999 31,8347488513208 
515,799999999999 31,8532424926084 
515,999999999999 31,8185703322243 
516,199999999999 31,7778758707854 
516,399999999999 31,7695610074405 
516,599999999999 31,7770059605849 
516,799999999999 31,7122059700716 
516,999999999999 31,6903626239546 
517,199999999999 31,6870752007085 
517,399999999999 31,6572809454423 
517,599999999999 31,6325453399029 
517,8 31,6274009131151 
518 31,5935876201394 
518,2 31,5867209493428 
518,4 31,5693800382516 
518,6 31,5129499632636 
518,8 31,5492217650475 
519 31,5097677327954 
519,2 31,4293233510641 
519,4 31,3797248026057 
519,6 31,327290985718 
519,8 31,297159467608 
520 31,2641370059434 
520,2 31,2397375218995 
520,4 31,2560888996333 
520,6 31,2435513476418 
520,8 31,2148509550891 
521 31,1153119721701 
521,2 30,9884391596248 
521,4 30,9331792056818 
521,6 30,9187365318916 
521,8 30,9381708300437 
522 30,9755277201412 
522,200000000001 30,9723607714157 
522,400000000001 30,9176901988066 
522,600000000001 30,820943446422 
522,800000000001 30,800869421292 
523,000000000001 30,8114246928827 
523,200000000001 30,9304632041799 
523,400000000001 31,030058069463 
523,600000000001 31,1309809659203 
523,800000000001 31,1082158542753 
524,000000000001 30,9386420957177 
524,200000000001 30,7187631524996 
524,400000000001 30,6777210476381 
524,600000000001 30,7273750918538 
524,800000000001 30,7941380156654 
525,000000000001 30,9225564232552 
525,200000000001 31,1070614422727 
525,400000000001 31,1557527526854 
525,600000000001 30,9785125392629 
525,800000000001 30,7295242281174 
526,000000000001 30,6841606329767 
526,200000000001 30,7936598207052 
526,400000000001 30,9467839268307 
526,600000000002 31,1490725472888 
526,800000000002 31,3649719680454 
527,000000000002 31,5135612747832 
527,200000000002 31,4164325330756 
527,400000000002 31,1002195245546 
