Wavelength Trans 
nm % 
480 52,5026963538708 
480,2 52,4646870488326 
480,4 52,3571264290242 
480,6 52,0562198883066 
480,8 51,8804845967679 
481 51,7263899781243 
481,2 51,7049613837437 
481,4 51,8138699806387 
481,6 51,5275901859335 
481,8 51,1214474154452 
482 51,0332391315245 
482,2 50,8289476660066 
482,4 50,7532545824461 
482,6 50,5785432482268 
482,8 50,2987748520486 
483 50,1959280444841 
483,2 50,0086172883692 
483,4 49,8669356181068 
483,6 49,8049935045448 
483,8 49,8333362118507 
484 49,8428537458775 
484,2 49,5618817028841 
484,4 49,405500294744 
484,6 49,1779164675112 
484,8 48,8127743759485 
485 48,8686065869192 
485,2 48,8118097153501 
485,4 48,6059691623648 
485,6 48,4973294473224 
485,8 48,3230728707731 
486 48,4414948569613 
486,2 48,525874036264 
486,4 48,3419893293959 
486,6 48,2083991367608 
486,8 47,9101025501315 
487 47,4316137508058 
487,2 47,1264587778571 
487,4 47,0931998662048 
487,6 47,2596753238721 
487,8 47,2089798813326 
488 47,0563079184028 
488,2 46,8997396830719 
488,4 46,7229614008506 
488,6 46,5078742236525 
488,8 46,4135637220822 
488,999999999999 46,2597082343608 
489,199999999999 46,0845885392167 
489,399999999999 46,0398742469569 
489,599999999999 45,6747161908371 
489,799999999999 45,3166852571934 
489,999999999999 45,3710847587944 
490,199999999999 45,4125838075699 
490,399999999999 45,2718859355005 
490,599999999999 45,1276679064871 
490,799999999999 44,9465163606048 
490,999999999999 44,8325313133785 
491,199999999999 44,6901165774163 
491,399999999999 44,6254758253872 
491,599999999999 44,6202237720294 
491,799999999999 44,2742700749869 
491,999999999999 44,0286529740543 
492,199999999999 44,0170692019326 
492,399999999999 44,0589746413972 
492,599999999999 43,9561692043117 
492,799999999999 43,9498282110289 
492,999999999999 43,6545263433685 
493,199999999999 43,2711775463797 
493,399999999999 43,2483994971951 
493,599999999999 43,1188372875227 
493,799999999999 43,0332260826712 
493,999999999999 42,9267699448879 
494,199999999999 42,7058617638631 
494,399999999999 42,5826766361933 
494,599999999999 42,6225767477082 
494,799999999999 42,5622217619133 
494,999999999999 42,3858463215718 
495,199999999999 42,2198368929115 
495,399999999999 42,0179712589063 
495,599999999999 41,9314392843593 
495,799999999999 41,9411560186663 
495,999999999999 41,9094027129245 
496,199999999999 41,5712158787058 
496,399999999999 41,3142551102336 
496,599999999999 41,3301925592672 
496,799999999999 41,2639881316951 
496,999999999999 41,3532578136057 
497,199999999999 41,2773043342505 
497,399999999999 41,0703740461557 
497,599999999999 40,9472647377377 
497,799999999999 40,6886736365601 
497,999999999999 40,7087913319897 
498,199999999999 40,6989928458561 
498,399999999999 40,618332866228 
498,599999999999 40,6373737955293 
498,799999999999 40,4108033609902 
498,999999999999 40,0736272678075 
499,199999999999 39,9185532742151 
499,399999999999 39,9523941260212 
499,599999999999 39,8342700282945 
499,799999999999 39,5788141769339 
499,999999999999 39,3184396109063 
500,199999999999 39,2421133124529 
500,399999999999 39,4167096611694 
500,599999999999 39,4696822844434 
500,799999999999 39,3422358706073 
500,999999999999 38,972685588542 
501,199999999999 38,7412727214824 
501,399999999999 38,6565738899509 
501,599999999999 38,6281463763559 
501,799999999999 38,6057539712498 
501,999999999999 38,7236966175934 
502,199999999999 38,5947732481276 
502,399999999999 38,4721784667124 
502,599999999999 38,1935051039481 
502,799999999999 38,2495975298665 
502,999999999999 38,2818253153914 
503,199999999999 38,3651971443619 
503,399999999999 38,1037546856604 
503,599999999999 37,9045293174243 
503,799999999999 37,67113890072 
503,999999999999 37,58772874496 
504,199999999999 37,7513887918478 
504,399999999999 37,8477340293318 
504,599999999999 37,6095348874738 
504,799999999999 37,5877895695856 
504,999999999999 37,5553081114109 
505,199999999999 37,1453907033909 
505,399999999999 37,2878983126781 
505,599999999999 37,1009854652337 
505,799999999999 36,6872689748315 
505,999999999999 37,0048552037183 
506,199999999999 37,3297789755552 
506,399999999998 36,5934094464991 
506,599999999998 36,4677416408753 
506,799999999998 36,9909193332387 
506,999999999998 36,8902882104584 
507,199999999998 35,9307581867064 
507,399999999998 36,1387000705831 
507,599999999998 36,526831248617 
507,799999999998 36,375100484391 
507,999999999998 35,9134447995511 
508,199999999998 36,5778215233059 
508,399999999998 36,9135610778023 
508,599999999998 35,9588058439969 
508,799999999998 35,2361153824128 
508,999999999998 35,529851612403 
509,199999999998 36,6329449374402 
509,399999999998 36,4634072398836 
509,599999999998 35,1613881094749 
509,799999999998 34,9397088984808 
509,999999999998 35,9592083275368 
510,199999999998 36,5360804732244 
510,399999999998 35,635568774454 
510,599999999998 34,6524707289349 
510,799999999998 35,0120328653146 
510,999999999998 36,1172059692497 
511,199999999998 36,0044214589528 
511,399999999998 34,693977357202 
511,599999999998 34,4967288208775 
511,799999999998 35,2550135421274 
511,999999999998 35,8973822609515 
512,199999999998 35,8952493169979 
512,399999999998 34,7881587069514 
512,599999999998 34,0377086240839 
512,799999999998 34,8905759484059 
512,999999999998 36,1799156637697 
513,199999999998 36,6453548969254 
513,399999999998 34,848866843873 
513,599999999999 33,3448093050407 
513,799999999999 34,0462051867816 
513,999999999999 35,6575312058854 
514,199999999999 36,5276212916921 
514,399999999999 35,9505184847237 
514,599999999999 33,8319828255346 
514,799999999999 33,3890466682441 
514,999999999999 34,4181410687236 
515,199999999999 35,5789314500361 
515,399999999999 36,8226274859046 
515,599999999999 36,0939519035519 
515,799999999999 33,6589013667031 
515,999999999999 32,9969029109719 
516,199999999999 34,2615832184498 
516,399999999999 35,5717073473997 
516,599999999999 36,8486821140729 
516,799999999999 36,497844437835 
516,999999999999 33,6056185988303 
517,199999999999 32,4362036722826 
517,399999999999 33,5207104833342 
517,599999999999 35,0784840354371 
517,8 36,5673568424141 
518 36,9727440236184 
518,2 34,7610484578784 
518,4 32,3028614817765 
518,6 32,4041198482521 
518,8 34,1823367102495 
519 35,6438069397924 
519,2 36,8827258122243 
519,4 36,5622789136857 
519,6 33,6525637501114 
519,8 31,7372725574356 
520 32,5674183975866 
520,2 33,8522047190271 
520,4 35,1866529076981 
520,6 36,5510010726481 
520,8 37,0216693036858 
521 34,4036046009026 
521,2 31,8161526602863 
521,4 31,7203349446754 
521,6 33,1869335851866 
521,8 34,6825848710757 
522 35,7561333129832 
522,200000000001 37,3023194987465 
522,400000000001 35,5571541786059 
522,600000000001 31,9306581232799 
522,800000000001 30,930454786002 
523,000000000001 32,0377359181139 
523,200000000001 33,8448257340157 
523,400000000001 35,6448304683117 
